municipality_code,department,municipality,year,population
44855,La Guajira,Urumita,2018,10974
44874,La Guajira,Villanueva,2018,28344
47001,Magdalena,Santa Marta,2018,499188
47030,Magdalena,Algarrobo,2018,15524
47053,Magdalena,Aracataca,2018,39855
47058,Magdalena,Ariguaní,2018,30215
47161,Magdalena,Cerro de San Antonio,2018,9886
47170,Magdalena,Chibolo,2018,21860
47189,Magdalena,Ciénaga,2018,120075
47205,Magdalena,Concordia,2018,10517
47245,Magdalena,El Banco,2018,65476
47258,Magdalena,El Piñón,2018,22536
47268,Magdalena,El Retén,2018,19695
47288,Magdalena,Fundación,2018,66427
47318,Magdalena,Guamal,2018,26613
47460,Magdalena,Nueva Granada,2018,19657
47541,Magdalena,Pedraza,2018,9196
47545,Magdalena,Pijiño del Carmen,2018,12103
47551,Magdalena,Pivijay,2018,37339
47555,Magdalena,Plato,2018,61773
47570,Magdalena,Puebloviejo,2018,29823
47605,Magdalena,Remolino,2018,11451
47660,Magdalena,Sabanas de San Ángel,2018,15643
47675,Magdalena,Salamina,2018,10734
47692,Magdalena,San Sebastián de Buenavista,2018,19529
47703,Magdalena,San Zenón,2018,11692
47707,Magdalena,Santa Ana,2018,25425
47720,Magdalena,Santa Bárbara de Pinto,2018,10575
47745,Magdalena,Sitionuevo,2018,27130
47798,Magdalena,Tenerife,2018,13233
47960,Magdalena,Zapayán,2018,9916
47980,Magdalena,Zona Bananera,2018,68711
50001,Meta,Villavicencio,2018,531285
50006,Meta,Acacías,2018,88028
50110,Meta,Barranca de Upía,2018,6439
50124,Meta,Cabuyaro,2018,6055
50150,Meta,Castilla la Nueva,2018,14305
50223,Meta,Cubarral,2018,6968
50226,Meta,Cumaral,2018,22814
50245,Meta,El Calvario,2018,1775
50251,Meta,El Castillo,2018,7983
50270,Meta,El Dorado,2018,3889
50287,Meta,Fuente de Oro,2018,12120
50313,Meta,Granada,2018,68874
50318,Meta,Guamal,2018,14123
50325,Meta,Mapiripán,2018,7011
50330,Meta,Mesetas,2018,11161
50350,Meta,La Macarena,2018,26862
50370,Meta,Uribe,2018,9273
50400,Meta,Lejanías,2018,11461
50450,Meta,Puerto Concordia,2018,8379
50568,Meta,Puerto Gaitán,2018,41515
50573,Meta,Puerto López,2018,30405
50577,Meta,Puerto Lleras,2018,10429
50590,Meta,Puerto Rico,2018,13079
50606,Meta,Restrepo,2018,18285
50680,Meta,San Carlos de Guaroa,2018,12294
50683,Meta,San Juan de Arama,2018,9116
50686,Meta,San Juanito,2018,1297
50689,Meta,San Martín,2018,26700
50711,Meta,Vistahermosa,2018,17776
52001,Nariño,Pasto,2018,392934
52019,Nariño,Albán,2018,9641
52022,Nariño,Aldana,2018,7392
52036,Nariño,Ancuya,2018,8781
52051,Nariño,Arboleda,2018,8437
52079,Nariño,Barbacoas,2018,55628
52083,Nariño,Belén,2018,6335
52110,Nariño,Buesaco,2018,23906
52203,Nariño,Colón,2018,8528
52207,Nariño,Consacá,2018,13790
52210,Nariño,Contadero,2018,7273
52215,Nariño,Córdoba,2018,15509
52224,Nariño,Cuaspud Carlosama,2018,9210
52227,Nariño,Cumbal,2018,36870
52233,Nariño,Cumbitara,2018,5946
52240,Nariño,Chachagüí,2018,15359
52250,Nariño,El Charco,2018,22501
52254,Nariño,El Peñol,2018,7439
52256,Nariño,El Rosario,2018,12278
52258,Nariño,El Tablón de Gómez,2018,14340
52260,Nariño,El Tambo,2018,14286
52287,Nariño,Funes,2018,7240
52317,Nariño,Guachucal,2018,19458
52320,Nariño,Guaitarilla,2018,11567
52323,Nariño,Gualmatán,2018,7053
52352,Nariño,Iles,2018,7655
52354,Nariño,Imués,2018,7645
52356,Nariño,Ipiales,2018,116128
52378,Nariño,La Cruz,2018,18746
52381,Nariño,La Florida,2018,10102
52385,Nariño,La Llanada,2018,6494
52390,Nariño,La Tola,2018,7390
52399,Nariño,La Unión,2018,31849
52405,Nariño,Leiva,2018,9771
52411,Nariño,Linares,2018,10217
52418,Nariño,Los Andes,2018,9557
52427,Nariño,Magüí,2018,24706
52435,Nariño,Mallama,2018,8993
52473,Nariño,Mosquera,2018,11982
52480,Nariño,Nariño,2018,4358
52490,Nariño,Olaya Herrera,2018,25373
52506,Nariño,Ospina,2018,7106
52520,Nariño,Francisco Pizarro,2018,14193
52540,Nariño,Policarpa,2018,9896
52560,Nariño,Potosí,2018,10412
52565,Nariño,Providencia,2018,5561
52573,Nariño,Puerres,2018,8573
52585,Nariño,Pupiales,2018,17500
52612,Nariño,Ricaurte,2018,19626
52621,Nariño,Roberto Payán,2018,12658
52678,Nariño,Samaniego,2018,29433
52683,Nariño,Sandoná,2018,20775
52685,Nariño,San Bernardo,2018,9200
52687,Nariño,San Lorenzo,2018,18479
52693,Nariño,San Pablo,2018,15395
52694,Nariño,San Pedro de Cartago,2018,6850
52696,Nariño,Santa Bárbara,2018,13422
52699,Nariño,Santacruz,2018,10790
52720,Nariño,Sapuyes,2018,7358
52786,Nariño,Taminango,2018,17862
52788,Nariño,Tangua,2018,13514
52835,Nariño,San Andrés de Tumaco,2018,253643
52838,Nariño,Túquerres,2018,44745
52885,Nariño,Yacuanquer,2018,10940
54001,Norte de Santander,San José de Cúcuta,2018,711714
54003,Norte de Santander,Ábrego,2018,31785
54051,Norte de Santander,Arboledas,2018,9602
54099,Norte de Santander,Bochalema,2018,8102
54109,Norte de Santander,Bucarasica,2018,6247
54125,Norte de Santander,Cácota,2018,2791
54128,Norte de Santander,Cáchira,2018,10997
54172,Norte de Santander,Chinácota,2018,17273
54174,Norte de Santander,Chitagá,2018,11556
54206,Norte de Santander,Convención,2018,18462
54223,Norte de Santander,Cucutilla,2018,8107
54239,Norte de Santander,Durania,2018,4531
54245,Norte de Santander,El Carmen,2018,13153
54250,Norte de Santander,El Tarra,2018,20079
54261,Norte de Santander,El Zulia,2018,26696
54313,Norte de Santander,Gramalote,2018,7293
54344,Norte de Santander,Hacarí,2018,9996
54347,Norte de Santander,Herrán,2018,6745
54377,Norte de Santander,Labateca,2018,6261
54385,Norte de Santander,La Esperanza,2018,11360
54398,Norte de Santander,La Playa,2018,7590
54405,Norte de Santander,Los Patios,2018,89100
54418,Norte de Santander,Lourdes,2018,3953
54480,Norte de Santander,Mutiscua,2018,4152
54498,Norte de Santander,Ocaña,2018,118266
54518,Norte de Santander,Pamplona,2018,50019
54520,Norte de Santander,Pamplonita,2018,5419
54553,Norte de Santander,Puerto Santander,2018,8495
54599,Norte de Santander,Ragonvalia,2018,5897
54660,Norte de Santander,Salazar,2018,10216
54670,Norte de Santander,San Calixto,2018,12009
54673,Norte de Santander,San Cayetano,2018,6989
54680,Norte de Santander,Santiago,2018,3366
54720,Norte de Santander,Sardinata,2018,25157
54743,Norte de Santander,Silos,2018,6166
54800,Norte de Santander,Teorama,2018,16202
54810,Norte de Santander,Tibú,2018,53610
54820,Norte de Santander,Toledo,2018,15424
54871,Norte de Santander,Villa Caro,2018,4996
54874,Norte de Santander,Villa del Rosario,2018,101944
63001,Quindío,Armenia,2018,295208
63111,Quindío,Buenavista,2018,3095
63130,Quindío,Calarcá,2018,72785
63190,Quindío,Circasia,2018,28160
63212,Quindío,Córdoba,2018,5643
63272,Quindío,Filandia,2018,12072
63302,Quindío,Génova,2018,7511
63401,Quindío,La Tebaida,2018,33445
63470,Quindío,Montenegro,2018,36764
63548,Quindío,Pijao,2018,5222
63594,Quindío,Quimbaya,2018,30756
63690,Quindío,Salento,2018,9257
66001,Risaralda,Pereira,2018,467261
66045,Risaralda,Apía,2018,12399
66075,Risaralda,Balboa,2018,6421
66088,Risaralda,Belén de Umbría,2018,24705
66170,Risaralda,Dosquebradas,2018,217176
66318,Risaralda,Guática,2018,12149
66383,Risaralda,La Celia,2018,7509
66400,Risaralda,La Virginia,2018,27918
66440,Risaralda,Marsella,2018,16934
66456,Risaralda,Mistrató,2018,16935
66572,Risaralda,Pueblo Rico,2018,16174
66594,Risaralda,Quinchía,2018,27308
66682,Risaralda,Santa Rosa de Cabal,2018,77840
66687,Risaralda,Santuario,2018,12664
68001,Santander,Bucaramanga,2018,581138
68013,Santander,Aguada,2018,1848
68020,Santander,Albania,2018,4093
68051,Santander,Aratoca,2018,8223
68077,Santander,Barbosa,2018,31192
68079,Santander,Barichara,2018,10500
68081,Santander,Barrancabermeja,2018,203539
68092,Santander,Betulia,2018,5941
68101,Santander,Bolívar,2018,11174
68121,Santander,Cabrera,2018,1946
68132,Santander,California,2018,2129
68147,Santander,Capitanejo,2018,5512
68152,Santander,Carcasí,2018,4287
68160,Santander,Cepitá,2018,2014
68162,Santander,Cerrito,2018,6734
68167,Santander,Charalá,2018,12270
68169,Santander,Charta,2018,2883
68176,Santander,Chimá,2018,2865
68179,Santander,Chipatá,2018,5032
68190,Santander,Cimitarra,2018,32862
68207,Santander,Concepción,2018,5738
68209,Santander,Confines,2018,3181
68211,Santander,Contratación,2018,3668
68217,Santander,Coromoro,2018,5008
68229,Santander,Curití,2018,12719
68235,Santander,El Carmen de Chucurí,2018,20913
68245,Santander,El Guacamayo,2018,2147
68250,Santander,El Peñón,2018,5230
68255,Santander,El Playón,2018,13714
68264,Santander,Encino,2018,2548
68266,Santander,Enciso,2018,3457
68271,Santander,Florián,2018,5535
68276,Santander,Floridablanca,2018,291930
68296,Santander,Galán,2018,2892
68298,Santander,Gámbita,2018,3993
68307,Santander,Girón,2018,160393
68318,Santander,Guaca,2018,5923
68320,Santander,Guadalupe,2018,4503
68322,Santander,Guapotá,2018,2360
68324,Santander,Guavatá,2018,4198
68327,Santander,Güepsa,2018,5126
68344,Santander,Hato,2018,2317
68368,Santander,Jesús María,2018,3327
68370,Santander,Jordán,2018,1330
68377,Santander,La Belleza,2018,6169
68385,Santander,Landázuri,2018,10323
68397,Santander,La Paz,2018,4911
68406,Santander,Lebrija,2018,41845
68418,Santander,Los Santos,2018,14102
68425,Santander,Macaravita,2018,2157
68432,Santander,Málaga,2018,20945
68444,Santander,Matanza,2018,4977
68464,Santander,Mogotes,2018,10522
68468,Santander,Molagavita,2018,4135
68498,Santander,Ocamonte,2018,5652
68500,Santander,Oiba,2018,10795
68502,Santander,Onzaga,2018,4193
68522,Santander,Palmar,2018,1366
68524,Santander,Palmas del Socorro,2018,2534
68533,Santander,Páramo,2018,4655
68547,Santander,Piedecuesta,2018,170632
68549,Santander,Pinchote,2018,5156
68572,Santander,Puente Nacional,2018,14602
68573,Santander,Puerto Parra,2018,7636
68575,Santander,Puerto Wilches,2018,32781
68615,Santander,Rionegro,2018,26441
68655,Santander,Sabana de Torres,2018,33043
68669,Santander,San Andrés,2018,8682
68673,Santander,San Benito,2018,2932
68679,Santander,San Gil,2018,56052
68682,Santander,San Joaquín,2018,2246
68684,Santander,San José de Miranda,2018,4371
68686,Santander,San Miguel,2018,2537
68689,Santander,San Vicente de Chucurí,2018,33132
68705,Santander,Santa Bárbara,2018,2380
68720,Santander,Santa Helena del Opón,2018,3364
68745,Santander,Simacota,2018,10040
68755,Santander,Socorro,2018,32154
68770,Santander,Suaita,2018,9968
68773,Santander,Sucre,2018,7126
68780,Santander,Suratá,2018,3979
68820,Santander,Tona,2018,7369
68855,Santander,Valle de San José,2018,6081
68861,Santander,Vélez,2018,24362
68867,Santander,Vetas,2018,2117
68872,Santander,Villanueva,2018,7873
68895,Santander,Zapatoca,2018,9463
70001,Sucre,Sincelejo,2018,277775
70110,Sucre,Buenavista,2018,10442
70124,Sucre,Caimito,2018,15235
70204,Sucre,Coloso,2018,8614
70215,Sucre,Corozal,2018,67379
70221,Sucre,Coveñas,2018,18245
70230,Sucre,Chalán,2018,4478
70233,Sucre,El Roble,2018,9946
70235,Sucre,Galeras,2018,21986
70265,Sucre,Guaranda,2018,17712
70400,Sucre,La Unión,2018,12358
70418,Sucre,Los Palmitos,2018,22880
70429,Sucre,Majagual,2018,36658
70473,Sucre,Morroa,2018,15056
70508,Sucre,Ovejas,2018,22889
70523,Sucre,Palmito,2018,14109
70670,Sucre,Sampués,2018,46454
70678,Sucre,San Benito Abad,2018,28681
70702,Sucre,San Juan de Betulia,2018,13524
70708,Sucre,San Marcos,2018,57682
70713,Sucre,San Onofre,2018,49621
70717,Sucre,San Pedro,2018,18584
70742,Sucre,San Luis de Sincé,2018,30768
70771,Sucre,Sucre,2018,29543
70820,Sucre,Santiago de Tolú,2018,32902
70823,Sucre,Tolú Viejo,2018,21329
73001,Tolima,Ibagué,2018,529634
73024,Tolima,Alpujarra,2018,4534
73026,Tolima,Alvarado,2018,8702
73030,Tolima,Ambalema,2018,6670
73043,Tolima,Anzoátegui,2018,10219
73055,Tolima,Armero,2018,12693
73067,Tolima,Ataco,2018,19342
73124,Tolima,Cajamarca,2018,18472
73148,Tolima,Carmen de Apicalá,2018,10111
73152,Tolima,Casabianca,2018,6366
73168,Tolima,Chaparral,2018,50368
73200,Tolima,Coello,2018,8246
73217,Tolima,Coyaima,2018,22789
73226,Tolima,Cunday,2018,8739
73236,Tolima,Dolores,2018,8356
73268,Tolima,Espinal,2018,70499
73270,Tolima,Falan,2018,7695
73275,Tolima,Flandes,2018,28376
73283,Tolima,Fresno,2018,31060
73319,Tolima,Guamo,2018,32941
73347,Tolima,Herveo,2018,7359
73349,Tolima,Honda,2018,24684
73352,Tolima,Icononzo,2018,11892
73408,Tolima,Lérida,2018,18592
73411,Tolima,Líbano,2018,36793
73443,Tolima,Mariquita,2018,37766
73449,Tolima,Melgar,2018,36544
73461,Tolima,Murillo,2018,4116
73483,Tolima,Natagaima,2018,14843
73504,Tolima,Ortega,2018,34606
73520,Tolima,Palocabildo,2018,9728
73547,Tolima,Piedras,2018,6698
73555,Tolima,Planadas,2018,25767
73563,Tolima,Prado,2018,8491
73585,Tolima,Purificación,2018,23521
73616,Tolima,Rioblanco,2018,22775
73622,Tolima,Roncesvalles,2018,5470
73624,Tolima,Rovira,2018,21673
73671,Tolima,Saldaña,2018,14436
73675,Tolima,San Antonio,2018,12901
73678,Tolima,San Luis,2018,13558
73686,Tolima,Santa Isabel,2018,5779
73770,Tolima,Suárez,2018,3821
73854,Tolima,Valle de San Juan,2018,5337
73861,Tolima,Venadillo,2018,12814
73870,Tolima,Villahermosa,2018,9285
73873,Tolima,Villarrica,2018,5123
76001,Valle del Cauca,Cali,2018,2227649
76020,Valle del Cauca,Alcalá,2018,14067
76036,Valle del Cauca,Andalucía,2018,22448
76041,Valle del Cauca,Ansermanuevo,2018,17442
76054,Valle del Cauca,Argelia,2018,5391
76100,Valle del Cauca,Bolívar,2018,16003
76109,Valle del Cauca,Buenaventura,2018,308193
76111,Valle del Cauca,Guadalajara de Buga,2018,127542
76113,Valle del Cauca,Bugalagrande,2018,24332
76122,Valle del Cauca,Caicedonia,2018,28825
76126,Valle del Cauca,Calima,2018,18051
76130,Valle del Cauca,Candelaria,2018,91829
76147,Valle del Cauca,Cartago,2018,135733
76233,Valle del Cauca,Dagua,2018,48448
76243,Valle del Cauca,El Águila,2018,8905
76246,Valle del Cauca,El Cairo,2018,6849
76248,Valle del Cauca,El Cerrito,2018,56459
76250,Valle del Cauca,El Dovio,2018,8892
76275,Valle del Cauca,Florida,2018,57382
76306,Valle del Cauca,Ginebra,2018,22736
76318,Valle del Cauca,Guacarí,2018,33184
76364,Valle del Cauca,Jamundí,2018,159871
76377,Valle del Cauca,La Cumbre,2018,16322
76400,Valle del Cauca,La Unión,2018,33964
76403,Valle del Cauca,La Victoria,2018,12165
76497,Valle del Cauca,Obando,2018,12311
76520,Valle del Cauca,Palmira,2018,349295
76563,Valle del Cauca,Pradera,2018,47599
76606,Valle del Cauca,Restrepo,2018,15308
76616,Valle del Cauca,Riofrío,2018,15557
76622,Valle del Cauca,Roldanillo,2018,36793
76670,Valle del Cauca,San Pedro,2018,16948
76736,Valle del Cauca,Sevilla,2018,42141
76823,Valle del Cauca,Toro,2018,14613
76828,Valle del Cauca,Trujillo,2018,19220
76834,Valle del Cauca,Tuluá,2018,212677
76845,Valle del Cauca,Ulloa,2018,5471
76863,Valle del Cauca,Versalles,2018,7260
76869,Valle del Cauca,Vijes,2018,12736
76890,Valle del Cauca,Yotoco,2018,16016
76892,Valle del Cauca,Yumbo,2018,107323
76895,Valle del Cauca,Zarzal,2018,41923
81001,Arauca,Arauca,2018,85590
81065,Arauca,Arauquita,2018,49843
81220,Arauca,Cravo Norte,2018,3922
81300,Arauca,Fortul,2018,18935
81591,Arauca,Puerto Rondón,2018,4386
81736,Arauca,Saravena,2018,55562
81794,Arauca,Tame,2018,43939
85001,Casanare,Yopal,2018,168427
85010,Casanare,Aguazul,2018,36916
85015,Casanare,Chámeza,2018,2499
85125,Casanare,Hato Corozal,2018,12322
85136,Casanare,La Salina,2018,1415
85139,Casanare,Maní,2018,17209
85162,Casanare,Monterrey,2018,17521
85225,Casanare,Nunchía,2018,8831
85230,Casanare,Orocué,2018,12341
85250,Casanare,Paz de Ariporo,2018,36274
85263,Casanare,Pore,2018,11972
85279,Casanare,Recetor,2018,1657
85300,Casanare,Sabanalarga,2018,3634
85315,Casanare,Sácama,2018,2107
85325,Casanare,San Luis de Palenque,2018,8462
85400,Casanare,Támara,2018,6861
85410,Casanare,Tauramena,2018,23525
85430,Casanare,Trinidad,2018,13225
85440,Casanare,Villanueva,2018,35313
86001,Putumayo,Mocoa,2018,56390
86219,Putumayo,Colón,2018,5412
86320,Putumayo,Orito,2018,37744
86568,Putumayo,Puerto Asís,2018,64884
86569,Putumayo,Puerto Caicedo,2018,16086
86571,Putumayo,Puerto Guzmán,2018,35393
86573,Putumayo,Puerto Leguízamo,2018,28460
86749,Putumayo,Sibundoy,2018,14940
86755,Putumayo,San Francisco,2018,5643
86757,Putumayo,San Miguel,2018,18770
86760,Putumayo,Santiago,2018,7293
86865,Putumayo,Valle del Guamuez,2018,33455
86885,Putumayo,Villagarzón,2018,23697
88001,"Archipiélago de San Andrés, Providencia y Santa Catalina",San Andrés,2018,55286
88564,"Archipiélago de San Andrés, Providencia y Santa Catalina",Providencia,2018,5998
91001,Amazonas,Leticia,2018,48182
91263,Amazonas,El Encanto (ANM),2018,2094
91405,Amazonas,La Chorrera (ANM),2018,2956
91407,Amazonas,La Pedrera (ANM),2018,3806
91430,Amazonas,La Victoria (ANM),2018,640
91460,Amazonas,Miriti - Paraná (ANM),2018,1847
91530,Amazonas,Puerto Alegría (ANM),2018,742
91536,Amazonas,Puerto Arica (ANM),2018,1016
91540,Amazonas,Puerto Nariño,2018,9735
91669,Amazonas,Puerto Santander (ANM),2018,1757
91798,Amazonas,Tarapacá (ANM),2018,3798
94001,Guainía,Inírida,2018,31533
94343,Guainía,Barrancominas,2018,8076
94663,Guainía,Mapiripana (ANM),2018,1025
94883,Guainía,San Felipe (ANM),2018,1662
94884,Guainía,Puerto Colombia (ANM),2018,1864
94885,Guainía,La Guadalupe (ANM),2018,270
94886,Guainía,Cacahual (ANM),2018,849
94887,Guainía,Pana Pana (ANM),2018,1896
94888,Guainía,Morichal (ANM),2018,906
95001,Guaviare,San José del Guaviare,2018,52849
95015,Guaviare,Calamar,2018,9527
95025,Guaviare,El Retorno,2018,13632
95200,Guaviare,Miraflores,2018,6760
97001,Vaupés,Mitú,2018,29831
97161,Vaupés,Carurú,2018,2923
97511,Vaupés,Pacoa (ANM),2018,4036
97666,Vaupés,Taraira,2018,2205
97777,Vaupés,Papunahua (ANM),2018,738
97889,Vaupés,Yavaraté (ANM),2018,1041
99001,Vichada,Puerto Carreño,2018,20946
99524,Vichada,La Primavera,2018,10126
99624,Vichada,Santa Rosalía,2018,4067
99773,Vichada,Cumaribo,2018,72563
05001,Antioquia,Medellín,2019,2455336
05002,Antioquia,Abejorral,2019,20612
05004,Antioquia,Abriaquí,2019,2745
05021,Antioquia,Alejandría,2019,4759
05030,Antioquia,Amagá,2019,30729
05031,Antioquia,Amalfi,2019,26501
05034,Antioquia,Andes,2019,43759
05036,Antioquia,Angelópolis,2019,5846
05038,Antioquia,Angostura,2019,11687
05040,Antioquia,Anorí,2019,18801
05042,Antioquia,Santafé de Antioquia,2019,26520
05044,Antioquia,Anzá,2019,7162
05045,Antioquia,Apartadó,2019,121255
05051,Antioquia,Arboletes,2019,29738
05055,Antioquia,Argelia,2019,7798
05059,Antioquia,Armenia,2019,5208
05079,Antioquia,Barbosa,2019,55001
05086,Antioquia,Belmira,2019,6072
05088,Antioquia,Bello,2019,537451
05091,Antioquia,Betania,2019,10446
05093,Antioquia,Betulia,2019,15929
05101,Antioquia,Ciudad Bolívar,2019,26377
05107,Antioquia,Briceño,2019,8075
05113,Antioquia,Buriticá,2019,9682
05120,Antioquia,Cáceres,2019,29152
05125,Antioquia,Caicedo,2019,8509
05129,Antioquia,Caldas,2019,82011
05134,Antioquia,Campamento,2019,9395
05138,Antioquia,Cañasgordas,2019,15611
05142,Antioquia,Caracolí,2019,4569
05145,Antioquia,Caramanta,2019,4735
05147,Antioquia,Carepa,2019,48374
05148,Antioquia,El Carmen de Viboral,2019,61076
05150,Antioquia,Carolina,2019,3956
05154,Antioquia,Caucasia,2019,91003
05172,Antioquia,Chigorodó,2019,57144
05190,Antioquia,Cisneros,2019,9791
05197,Antioquia,Cocorná,2019,15606
05206,Antioquia,Concepción,2019,4874
05209,Antioquia,Concordia,2019,21664
05212,Antioquia,Copacabana,2019,80676
05234,Antioquia,Dabeiba,2019,23418
05237,Antioquia,Donmatías,2019,19033
05240,Antioquia,Ebéjico,2019,12363
05250,Antioquia,El Bagre,2019,52651
05264,Antioquia,Entrerríos,2019,11425
05266,Antioquia,Envigado,2019,235397
05282,Antioquia,Fredonia,2019,24869
05284,Antioquia,Frontino,2019,21018
05306,Antioquia,Giraldo,2019,5716
05308,Antioquia,Girardota,2019,54202
05310,Antioquia,Gómez Plata,2019,9878
05313,Antioquia,Granada,2019,10204
05315,Antioquia,Guadalupe,2019,6662
05318,Antioquia,Guarne,2019,56977
05321,Antioquia,Guatapé,2019,8568
05347,Antioquia,Heliconia,2019,5415
05353,Antioquia,Hispania,2019,5551
05360,Antioquia,Itagüí,2019,283136
05361,Antioquia,Ituango,2019,27640
05364,Antioquia,Jardín,2019,14696
05368,Antioquia,Jericó,2019,13782
05376,Antioquia,La Ceja,2019,65950
05380,Antioquia,La Estrella,2019,73966
05390,Antioquia,La Pintada,2019,8164
05400,Antioquia,La Unión,2019,21871
05411,Antioquia,Liborina,2019,10243
05425,Antioquia,Maceo,2019,8369
05440,Antioquia,Marinilla,2019,66120
05467,Antioquia,Montebello,2019,6719
05475,Antioquia,Murindó,2019,5080
05480,Antioquia,Mutatá,2019,14048
05483,Antioquia,Nariño,2019,10335
05490,Antioquia,Necoclí,2019,42626
05495,Antioquia,Nechí,2019,26385
05501,Antioquia,Olaya,2019,3200
05541,Antioquia,Peñol,2019,21536
05543,Antioquia,Peque,2019,8257
05576,Antioquia,Pueblorrico,2019,8754
05579,Antioquia,Puerto Berrío,2019,39202
05585,Antioquia,Puerto Nare,2019,14651
05591,Antioquia,Puerto Triunfo,2019,18551
05604,Antioquia,Remedios,2019,29213
05607,Antioquia,Retiro,2019,24136
05615,Antioquia,Rionegro,2019,138479
05628,Antioquia,Sabanalarga,2019,9207
05631,Antioquia,Sabaneta,2019,86724
05642,Antioquia,Salgar,2019,18477
05647,Antioquia,San Andrés de Cuerquía,2019,7307
05649,Antioquia,San Carlos,2019,16423
05652,Antioquia,San Francisco,2019,5736
05656,Antioquia,San Jerónimo,2019,15840
05658,Antioquia,San José de La Montaña,2019,3698
05659,Antioquia,San Juan de Urabá,2019,20138
05660,Antioquia,San Luis,2019,13220
05664,Antioquia,San Pedro de Los Milagros,2019,22073
05665,Antioquia,San Pedro de Urabá,2019,31274
05667,Antioquia,San Rafael,2019,15999
05670,Antioquia,San Roque,2019,22122
05674,Antioquia,San Vicente,2019,22659
05679,Antioquia,Santa Bárbara,2019,27302
05686,Antioquia,Santa Rosa de Osos,2019,36987
05690,Antioquia,Santo Domingo,2019,12661
