"fecha_hecho","cod_depto","departamento","cod_muni","municipio","cantidad"
"2024-02-05T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","2"
"2024-02-04T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-02-04T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-01-31T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-01-26T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-01-26T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-01-22T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-01-20T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-01-20T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-01-19T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-01-19T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-01-17T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-01-14T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-01-12T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-01-12T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-01-12T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-01-02T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2024-01-01T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-12-10T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-12-06T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-11-28T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-11-22T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-11-22T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-11-22T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-11-21T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-11-20T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-11-19T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-11-08T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-11-02T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-11-01T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-10-31T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-10-28T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-10-09T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-09-22T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-09-17T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-09-09T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-09-08T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-09-06T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-08-16T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-08-13T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-08-11T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-08-09T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-07-13T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-07-08T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-07-07T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-07-07T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-07-07T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-06-25T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-06-22T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-06-21T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-06-13T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-06-10T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-06-07T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-06-05T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-06-03T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-06-02T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-06-01T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-06-01T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-05-17T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-05-12T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-05-11T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-05-10T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-05-07T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-05-07T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-05-07T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-05-02T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-05-01T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-04-29T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-04-18T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-04-14T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-04-11T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-04-05T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-04-02T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-03-30T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-03-24T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-03-18T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-03-17T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-03-09T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-03-07T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-03-02T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-03-01T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-02-28T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-02-28T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-02-25T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-02-24T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-02-21T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-02-18T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-02-10T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-02-06T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-02-06T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-02-04T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-01-31T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-01-27T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-01-27T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-01-25T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-01-23T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-01-20T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-01-19T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-01-17T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-01-12T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-01-12T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-01-11T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-01-10T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-01-09T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-01-05T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2023-01-05T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-12-29T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-12-21T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-12-19T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-12-18T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-12-09T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-12-08T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-12-04T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-12-04T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-11-29T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-11-26T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-11-22T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-11-17T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-11-11T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-11-04T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-11-03T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-11-01T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-10-31T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-10-29T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-10-29T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-10-22T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-10-21T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-10-15T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-10-13T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-10-07T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-10-07T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-09-28T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-09-26T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-09-21T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-09-20T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-09-20T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-09-17T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-09-16T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-09-13T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-09-09T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-09-09T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"2022-09-09T00:00:00.000","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
